"01:00:22.416","File-5030"
"00:08:55.053","File-751"
"00:10:20.385","File-874"
"00:53:10.4","File-4448"
"01:00:09.727","File-5016"
"01:01:12.197","File-5089"
"00:16:11.444","File-1376"
"00:03:31.894","File-289"
"00:15:00.453","File-1265"
"00:58:12.612","File-4870"
"00:59:31.556","File-4968"
"00:42:07.902","File-3517"
"00:17:55.639","File-1511"
"00:36:06.985","File-3015"
"00:45:48.196","File-3841"
"00:12:30.259","File-1039"
"00:07:15.054","File-625"
"00:27:49.001","File-2373"
"00:20:19.835","File-1730"
"00:37:15.911","File-3107"
"00:20:01.635","File-1702"
"00:48:08.266","File-4024"
"00:21:17.783","File-1797"
"00:23:21.288","File-1987"
"00:00:21.893","File-29"
"00:02:50.803","File-231"
"00:56:42.907","File-4746"
"01:00:53.484","File-5056"
"00:34:27.053","File-2899"
"00:20:36.477","File-1744"
"00:25:30.159","File-2183"
"00:10:07.818","File-859"
"00:49:54.857","File-4182"
"01:00:00.382","File-5000"
"00:27:28.178","File-2348"
"00:25:09.649","File-2155"
"00:21:10.105","File-1785"
"00:21:00.417","File-1772"
"00:08:59.249","File-759"
"00:52:52.863","File-4423"
"00:21:57.919","File-1870"
"00:14:33.958","File-1228"
"00:13:06.952","File-1091"
"00:43:33.688","File-3650"
"00:33:59.535","File-2859"
"00:00:25.891","File-35"
"00:23:48.741","File-2034"
"00:11:08.358","File-936"
"00:26:10.599","File-2242"
"00:50:21.685","File-4228"
"00:05:25.383","File-462"
"00:18:13.964","File-1537"
"00:53:38.511","File-4495"
"00:56:00.003","File-4693"
"00:27:39.989","File-2366"
"01:00:02.874","File-5007"
"01:01:24.604","File-5107"
"00:39:34.431","File-3294"
"00:00:46.497","File-62"
"00:40:03.751","File-3338"
"00:56:02.857","File-4697"
"00:34:51.38","File-2935"
"00:57:29.645","File-4813"
"00:11:22.982","File-955"
"00:34:04.383","File-2869"
"00:25:51.951","File-2219"
"00:40:18.793","File-3360"
"01:00:21.77","File-5029"
"00:12:48.55","File-1065"
"00:48:50.352","File-4093"
"01:01:20.016","File-5099"
"00:37:27.738","File-3121"
"00:31:41.322","File-2687"
"00:09:15.356","File-779"
"01:00:54.652","File-5058"
"01:01:25.065","File-5108"
"00:31:07.906","File-2635"
"00:39:32.957","File-3292"
"00:45:32.146","File-3817"
"00:02:37.497","File-207"
"00:03:41.85","File-305"
"00:34:27.983","File-2901"
"00:33:53.964","File-2849"
"00:46:24.116","File-3881"
"00:56:33.033","File-4733"
"00:17:47.441","File-1495"
"00:59:14.783","File-4950"
"00:08:04.389","File-690"
"00:55:04.993","File-4615"
"00:12:39.024","File-1056"
"01:01:19.273","File-5098"
"01:00:16.304","File-5024"
"00:44:40.188","File-3745"
"00:00:30.545","File-44"
"01:00:41.492","File-5045"
"00:49:19.438","File-4129"
"00:11:42.02","File-978"
"00:50:34.586","File-4248"
"00:49:08.735","File-4117"
"00:55:10.878","File-4620"
"00:25:03.151","File-2144"
"01:01:32.641","File-5120"
"00:10:58.357","File-922"
"00:40:57.36","File-3405"
"00:27:55.667","File-2385"
"00:32:20.067","File-2740"
"00:58:21.004","File-4883"
"00:36:57.07","File-3081"
"00:09:13.124","File-777"
"00:38:35.521","File-3221"
"00:00:24.445","File-31"
"00:30:03.358","File-2557"
"00:37:47.323","File-3148"
"01:01:33.95","File-5122"
"01:00:05.827","File-5012"
"00:43:18.064","File-3627"
"00:24:24.064","File-2089"
"01:00:00.385","File-5001"
"00:04:28.397","File-368"
"00:25:59.989","File-2227"
"00:48:35.302","File-4067"
"00:57:54.066","File-4847"
"01:00:11.869","File-5018"
"00:52:33.009","File-4387"
"00:38:18.864","File-3198"
"01:00:35.923","File-5042"
"01:00:03.778","File-5009"
"00:10:23.176","File-878"
"00:50:05.569","File-4199"
"00:03:07.278","File-256"
"00:04:08.68","File-339"
"00:09:38.786","File-819"
"00:19:57.659","File-1697"
"00:35:44.077","File-2988"
"00:40:56.483","File-3403"
"00:51:26.257","File-4317"
"01:00:55.155","File-5060"
"00:48:39.756","File-4075"
"00:51:21.383","File-4312"
"01:01:58.167","File-5152"
"00:54:09.152","File-4529"
"00:08:10.328","File-700"
"01:00:57.146","File-5064"
"00:43:03.919","File-3602"
"00:54:03.545","File-4524"
"00:43:02.389","File-3600"
"00:19:40.53","File-1667"
"00:53:00.368","File-4431"
"00:24:16.318","File-2080"
"00:12:10.774","File-1017"
"00:59:43.315","File-4984"
"00:36:07.669","File-3016"
"00:48:47.425","File-4086"
"00:10:02.465","File-852"
"01:00:16.727","File-5025"
"00:26:03.891","File-2234"
"00:00:15.601","File-21"
"01:00:39.089","File-5043"
"00:45:28.794","File-3810"
"00:50:46.319","File-4264"
"00:56:36.109","File-4738"
"00:13:45.71","File-1149"
"01:00:57.708","File-5065"
"00:19:28.724","File-1649"
"00:40:58.745","File-3410"
"00:06:25.896","File-551"
"00:53:58.333","File-4520"
"00:22:23.79","File-1903"
"01:00:01.538","File-5003"
"00:47:06.939","File-3942"
"00:05:47.156","File-487"
"00:07:52.851","File-675"
"01:00:02.313","File-5006"
"00:46:45.074","File-3914"
"01:01:00.156","File-5068"
"00:37:10.721","File-3100"
"00:17:08.138","File-1454"
"00:01:18.845","File-107"
"00:37:25.333","File-3118"
"00:00:25.298","File-34"
"01:00:43.301","File-5048"
"01:00:01.207","File-5002"
"00:37:38.576","File-3135"
"00:13:25.187","File-1122"
"00:15:42.867","File-1325"
"00:12:14.174","File-1020"
"00:06:25.103","File-549"
"01:01:56.093","File-5149"
"00:37:18.293","File-3111"
"00:34:40.821","File-2921"
"01:01:14.675","File-5092"
"00:02:54.964","File-237"
"00:17:00.505","File-1443"
"00:00:17.956","File-24"
"00:15:19.478","File-1291"
"01:00:04.568","File-5010"
"00:42:53.071","File-3584"
"00:33:38.932","File-2828"
"00:56:53.752","File-4759"
"00:37:29.123","File-3123"
"00:42:55.285","File-3590"
"00:22:16.757","File-1894"
"00:13:12.886","File-1101"
"01:00:20.03","File-5027"
"00:36:45.668","File-3063"
"00:00:50.116","File-69"
"00:25:15.731","File-2163"
"00:51:17.052","File-4308"
"00:58:30.635","File-4891"
"00:52:27.309","File-4379"
"01:01:30.707","File-5117"
"00:53:29.909","File-4478"
"01:00:12.264","File-5020"
"01:01:02.037","File-5072"
"00:01:15.814","File-103"
"00:02:33.544","File-204"
"00:13:09.885","File-1094"
"01:01:01.633","File-5070"
"00:19:46.678","File-1680"
"00:11:58.265","File-1000"
"00:11:17.2","File-949"
"01:00:07.994","File-5014"
"00:41:13.349","File-3431"
"00:17:05.366","File-1449"
"00:10:03.442","File-853"
"00:33:25.438","File-2817"
"00:18:58.271","File-1605"
"00:43:50.493","File-3672"
"00:05:47.68","File-489"
"00:05:16.71","File-440"
"00:13:11.888","File-1098"
"01:00:03.187","File-5008"
"01:00:47.256","File-5053"
"00:48:29.616","File-4060"
"00:06:20.254","File-545"
"00:53:57.039","File-4515"
"00:12:37.9","File-1051"
"01:00:58.964","File-5067"
"00:23:08.139","File-1968"
"01:57:53.532","File-9844"
"01:27:03.438","File-7234"
"01:21:15.231","File-6754"
"02:02:07.021","File-10160"
"01:19:39.923","File-6615"
"01:02:22.285","File-5187"
"01:53:00.108","File-9414"
"01:42:44.041","File-8548"
"01:36:57.757","File-8055"
"01:03:02.393","File-5238"
"01:50:01.187","File-9164"
"01:50:50.873","File-9231"
"01:04:59.258","File-5412"
"01:02:20.795","File-5185"
"01:59:22.849","File-9957"
"01:49:32.754","File-9135"
"01:51:18.608","File-9278"
"01:58:59.116","File-9932"
"01:15:23.352","File-6257"
"02:01:16.081","File-10101"
"01:28:12.102","File-7343"
"01:28:02.805","File-7324"
"01:41:00.954","File-8393"
"01:12:38.266","File-6025"
"01:10:07.58","File-5814"
"01:26:41.963","File-7201"
"01:16:35.406","File-6361"
"01:05:14.114","File-5434"
"01:31:18.253","File-7614"
"01:10:28.793","File-5853"
"01:46:24.133","File-8872"
"01:48:18.073","File-9031"
"01:59:08.87","File-9943"
"01:39:19.343","File-8258"
"01:44:52.95","File-8751"
"01:33:46.444","File-7828"
"01:15:26.638","File-6260"
"02:01:39.542","File-10130"
"01:57:54.215","File-9845"
"01:22:10.299","File-6840"
"01:54:58.87","File-9595"
"01:53:14.988","File-9433"
"01:19:51.286","File-6633"
"01:44:09.026","File-8682"
"02:00:11.369","File-10010"
"01:20:57.38","File-6723"
"01:42:52.242","File-8564"
"01:19:48.228","File-6626"
"01:51:12.766","File-9264"
"02:00:26.001","File-10031"
"01:19:33.377","File-6605"
"01:57:49.521","File-9839"
"02:00:41.011","File-10051"
"01:48:58.59","File-9083"
"01:36:32.369","File-8024"
"01:31:19.4","File-7617"
"01:58:46.827","File-9919"
"01:12:52.628","File-6047"
"01:02:06.091","File-5165"
"01:02:17.22","File-5181"
"01:53:08.635","File-9424"
"01:02:22.778","File-5188"
"01:06:25.065","File-5520"
"01:35:28.042","File-7943"
"01:29:36.94","File-7467"
"01:11:15.726","File-5912"
"02:02:53.555","File-10230"
"01:25:54.985","File-7131"
"02:01:11.942","File-10097"
"01:45:56.374","File-8834"
"01:31:58.627","File-7681"
"01:04:53.666","File-5407"
"01:19:23.952","File-6595"
"01:08:47.808","File-5715"
"02:02:44.418","File-10214"
"01:41:17.702","File-8419"
"01:49:17.589","File-9110"
"01:48:24.201","File-9037"
"01:26:20.149","File-7166"
"01:55:15.314","File-9620"
"01:45:02.594","File-8764"
"01:20:13.585","File-6657"
"02:00:34.774","File-10042"
"01:22:19.106","File-6851"
"01:03:15.923","File-5261"
"01:55:12.698","File-9613"
"02:00:16.094","File-10018"
"01:06:12.873","File-5499"
"01:53:01.219","File-9415"
"01:12:08.117","File-5982"
"01:13:00.342","File-6060"
"01:15:38.279","File-6278"
"01:34:25.032","File-7881"
"01:02:58.182","File-5231"
"01:35:25.323","File-7941"
"01:25:40.33","File-7118"
"02:01:40.943","File-10133"
"01:42:21.112","File-8518"
"01:04:39.769","File-5393"
"01:30:01.763","File-7508"
"01:37:46.716","File-8130"
"01:25:01.64","File-7067"
"01:09:25.263","File-5756"
"02:00:16.215","File-10019"
"01:53:52.699","File-9492"
"01:16:26.54","File-6349"
"01:06:45.161","File-5546"
"02:00:35.334","File-10043"
"01:03:25.045","File-5274"
"01:24:52.568","File-7056"
"02:02:35.649","File-10201"
"01:39:43.761","File-8294"
"01:43:58.09","File-8661"
"01:41:21.548","File-8426"
"01:29:51.523","File-7492"
"01:04:22.154","File-5368"
"02:00:13.54","File-10015"
"02:00:07.522","File-10008"
"01:19:49.04","File-6630"
"01:20:07.205","File-6650"
"01:06:35.841","File-5538"
"01:20:00.857","File-6644"
"01:35:12.789","File-7924"
"01:03:55.978","File-5318"
"01:18:32.507","File-6523"
"01:32:56.879","File-7757"
"01:05:32.754","File-5454"
"02:02:00.353","File-10151"
"01:17:55.938","File-6468"
"01:02:18.104","File-5182"
"01:44:02.362","File-8668"
"01:13:03.509","File-6064"
"01:30:46.687","File-7565"
"01:17:23.563","File-6418"
"01:52:52.137","File-9408"
"02:01:07.442","File-10092"
"01:29:25.37","File-7454"
"02:00:59.37","File-10085"
"01:27:28.121","File-7276"
"01:33:04.269","File-7774"
"01:49:23.611","File-9119"
"01:32:18.47","File-7701"
"02:00:22.786","File-10024"
"01:51:24.162","File-9289"
"01:07:31.498","File-5608"
"02:02:27.938","File-10193"
"01:55:29.255","File-9643"
"01:29:02.371","File-7419"
"01:17:14.067","File-6405"
"01:23:54.187","File-6974"
"01:04:04.96","File-5338"
"01:25:24.386","File-7098"
"01:50:00.855","File-9163"
"01:21:41.023","File-6807"
"02:00:55.942","File-10075"
"02:00:04.143","File-10006"
"02:00:36.949","File-10045"
"01:32:20.365","File-7708"
"01:26:54.467","File-7220"
"01:38:14.589","File-8163"
"01:42:00.634","File-8494"
"01:19:07.431","File-6572"
"01:55:52.519","File-9671"
"01:36:07.711","File-7996"
"01:07:43.786","File-5631"
"01:38:15.816","File-8167"
"01:12:40.984","File-6032"
"01:48:15.642","File-9027"
"01:43:54.23","File-8658"
"01:53:56.176","File-9495"
"01:02:48.915","File-5218"
"01:45:20.362","File-8784"
"01:46:23.319","File-8869"
"01:06:31.047","File-5534"
"01:13:27.27","File-6101"
"01:58:46.473","File-9917"
"01:15:07.493","File-6241"
"01:50:06.205","File-9171"
"01:48:32.841","File-9049"
"02:00:56.094","File-10076"
"01:30:53.132","File-7576"
"02:00:00.016","File-10000"
"01:46:54.782","File-8918"
"02:01:37.522","File-10128"
"01:09:22.161","File-5752"
"01:06:02.24","File-5486"
"01:47:52.411","File-8993"
"01:09:42.293","File-5778"
"01:15:48.43","File-6292"
"01:26:25.029","File-7172"
"01:24:24.595","File-7014"
"01:17:38.335","File-6436"
"01:53:41.597","File-9475"
"01:07:42.689","File-5629"
"02:00:45.114","File-10057"
"01:25:57.793","File-7135"
"01:35:43.726","File-7965"
"02:00:34.33","File-10041"
"01:32:23.322","File-7714"
"01:57:16.984","File-9782"
"01:54:13.438","File-9522"
"01:52:02.467","File-9342"
"01:06:27.236","File-5525"
"02:00:29.696","File-10034"
"01:20:03.153","File-6647"
"01:28:01.659","File-7322"
"01:46:09.0","File-8849"
"01:50:46.161","File-9223"
"01:08:11.806","File-5675"
"01:34:06.336","File-7851"
"01:36:32.517","File-8025"
"01:32:28.685","File-7721"
"01:58:24.365","File-9882"
"01:05:04.61","File-5418"
"02:02:24.287","File-10185"
"01:24:05.037","File-6985"
"01:36:29.536","File-8020"
"02:00:09.293","File-10009"
"02:01:25.592","File-10117"
"01:31:32.469","File-7637"
"01:15:00.074","File-6227"
"01:03:19.787","File-5267"
"01:58:49.84","File-9921"
"01:39:51.149","File-8304"
"01:26:29.556","File-7179"
"01:20:58.598","File-6724"
"02:00:16.547","File-10021"
"01:24:51.725","File-7054"
"02:01:39.22","File-10129"
"01:43:00.482","File-8575"
"01:40:29.537","File-8346"
"01:23:59.801","File-6983"
"01:13:43.749","File-6124"
"01:44:50.331","File-8749"
"01:30:22.919","File-7533"
"01:18:41.881","File-6532"
"01:36:11.855","File-7999"
"02:00:02.872","File-10004"
"01:40:40.783","File-8365"
"01:39:32.372","File-8275"
"01:13:41.974","File-6118"
"01:43:16.489","File-8595"
"01:57:06.668","File-9769"
"02:00:26.777","File-10032"
"02:02:31.97","File-10198"
"02:00:46.708","File-10061"
"01:52:18.721","File-9364"
"01:17:52.337","File-6459"
"02:00:14.412","File-10016"
"01:32:13.345","File-7692"
"02:02:38.74","File-10205"
"01:12:44.435","File-6038"
"01:51:05.254","File-9254"
"01:56:51.737","File-9745"
"01:26:32.533","File-7183"
"01:50:13.989","File-9180"
"01:11:28.262","File-5932"
"02:00:00.534","File-10002"
"01:38:08.12","File-8154"
"01:20:13.761","File-6658"
"02:00:12.712","File-10013"
"01:45:38.264","File-8805"
"01:35:39.409","File-7960"
"01:50:16.844","File-9186"
"01:31:41.552","File-7648"
"01:38:45.72","File-8197"
"01:12:33.191","File-6017"
"02:00:24.187","File-10027"
"01:21:27.56","File-6784"
"02:00:50.307","File-10066"
"01:17:33.297","File-6429"
"01:58:11.177","File-9864"
"01:56:45.404","File-9737"
"01:39:02.697","File-8231"
"01:31:52.366","File-7671"
"01:48:59.968","File-9086"
"01:04:08.801","File-5344"
"01:36:51.093","File-8044"
"01:08:03.123","File-5662"
"01:39:15.685","File-8248"
"01:30:43.132","File-7554"
"01:02:41.547","File-5206"
"01:40:05.879","File-8318"
"02:01:47.134","File-10138"
"01:42:30.137","File-8530"
"01:29:14.706","File-7442"
"02:01:05.392","File-10090"
"01:42:54.065","File-8569"
"01:36:25.528","File-8017"
"02:00:51.332","File-10069"
"02:01:23.545","File-10112"
"02:02:12.777","File-10167"
"02:02:19.471","File-10178"
"02:00:37.08","File-10047"
"01:20:57.107","File-6722"
"02:02:50.292","File-10223"
"01:36:49.792","File-8040"
"01:24:25.608","File-7017"
"01:02:41.893","File-5207"
"01:17:24.429","File-6420"
"01:20:12.289","File-6655"
"01:53:44.265","File-9478"
"01:43:43.927","File-8637"
"01:35:00.686","File-7910"
"01:49:07.763","File-9095"
"02:00:56.379","File-10077"
"02:00:33.438","File-10040"
"01:59:38.644","File-9973"
"01:35:40.407","File-7961"
"01:36:57.538","File-8054"
"01:16:05.287","File-6310"
"01:31:42.47","File-7653"
"02:00:41.748","File-10052"
"01:13:48.119","File-6130"
"01:54:12.781","File-9519"
"01:02:00.008","File-5158"
"01:05:34.812","File-5455"
"01:34:56.567","File-7905"
"02:00:23.519","File-10026"
"01:55:04.339","File-9600"
"01:35:31.035","File-7949"
"01:51:47.114","File-9321"
"01:28:24.217","File-7359"
"02:00:11.445","File-10011"
"01:25:59.099","File-7138"
"01:02:24.118","File-5192"
"01:37:18.543","File-8090"
"01:03:34.005","File-5288"
"01:41:51.211","File-8475"
"01:58:30.093","File-9895"
"01:25:04.294","File-7076"
"02:00:02.689","File-10003"
"01:14:22.127","File-6171"
"02:00:54.911","File-10073"
"01:26:40.528","File-7199"
"01:07:19.17","File-5591"
"01:21:08.062","File-6741"
"01:32:50.627","File-7746"
"01:18:40.44","File-6531"
"01:58:07.04","File-9859"
"02:01:44.536","File-10135"
"01:42:19.63","File-8517"
"01:41:40.32","File-8460"
"02:00:32.674","File-10038"
"01:42:50.538","File-8557"
"01:04:33.176","File-5384"
"01:46:49.369","File-8905"
"02:00:00.13","File-10001"
"01:54:58.006","File-9594"
"01:52:09.948","File-9348"
"01:34:09.848","File-7856"
"01:16:13.315","File-6326"
"02:00:50.307","File-10067"
"01:36:56.377","File-8052"
"01:51:38.734","File-9314"
"01:07:04.625","File-5572"
"01:50:24.527","File-9192"
"02:00:30.328","File-10035"
"01:25:13.425","File-7086"
"01:17:58.435","File-6473"
"02:02:27.427","File-10190"
"01:39:33.157","File-8276"
"03:00:13.473","File-15018"
"03:01:16.518","File-15110"
"02:37:23.183","File-13070"
"02:37:17.792","File-13061"
"02:24:47.448","File-12039"
"02:07:40.822","File-10636"
"03:02:00.468","File-15172"
"03:03:03.654","File-15260"
"02:12:34.718","File-11019"
"03:02:58.934","File-15250"
"02:47:12.869","File-13909"
"02:45:16.323","File-13746"
"02:14:06.742","File-11157"
"02:07:37.007","File-10634"
"02:26:35.017","File-12196"
"02:11:20.537","File-10925"
"02:30:44.553","File-12526"
"02:03:39.506","File-10308"
"02:51:50.348","File-14300"
"02:57:46.969","File-14819"
"02:31:48.638","File-12636"
"02:11:43.214","File-10954"
"03:02:25.369","File-15209"
"02:13:28.083","File-11097"
"02:35:56.349","File-12969"
"02:08:00.526","File-10657"
"03:00:24.912","File-15035"
"02:30:58.563","File-12558"
"02:17:23.611","File-11412"
"02:24:58.337","File-12062"
"03:01:20.896","File-15116"
"03:03:01.082","File-15254"
"02:56:32.022","File-14709"
"02:50:49.121","File-14205"
"02:28:27.92","File-12348"
"02:58:23.052","File-14870"
"02:24:10.197","File-11976"
"03:00:18.031","File-15025"
"02:08:12.105","File-10677"
"02:30:47.24","File-12537"
"03:01:56.3","File-15168"
"02:36:33.924","File-13011"
"02:49:17.887","File-14089"
"03:00:07.012","File-15010"
"02:41:57.328","File-13453"
"02:24:44.207","File-12030"
"02:25:15.669","File-12086"
"02:45:37.631","File-13774"
"02:43:57.997","File-13621"
"02:03:09.305","File-10250"
"02:56:30.266","File-14701"
"02:37:44.476","File-13094"
"02:25:40.578","File-12112"
"02:49:14.866","File-14085"
"02:12:18.283","File-11000"
"02:14:26.244","File-11186"
"03:00:00.602","File-15001"
"03:01:24.704","File-15124"
"02:25:47.186","File-12123"
"02:03:24.477","File-10282"
"02:07:09.232","File-10597"
"02:06:18.01","File-10526"
"02:30:47.191","File-12536"
"02:08:51.624","File-10727"
"02:50:56.071","File-14217"
"02:30:22.36","File-12495"
"03:02:29.596","File-15215"
"02:04:26.866","File-10379"
"02:05:25.592","File-10456"
"02:21:27.079","File-11737"
"02:26:18.413","File-12169"
"02:31:21.568","File-12594"
"02:13:54.145","File-11131"
"02:10:42.372","File-10885"
"02:22:39.895","File-11855"
"02:33:13.502","File-12740"
"02:29:08.675","File-12392"
"02:19:40.852","File-11611"
"02:39:19.499","File-13238"
"02:33:38.87","File-12772"
"02:32:14.258","File-12665"
"03:00:13.773","File-15019"
"02:49:52.684","File-14143"
"02:12:00.419","File-10976"
"03:00:11.171","File-15015"
"02:03:32.157","File-10293"
"03:01:20.397","File-15114"
"02:46:01.257","File-13804"
"02:15:58.501","File-11299"
"02:56:32.52","File-14710"
"02:09:48.857","File-10805"
"02:39:22.358","File-13242"
"02:32:25.561","File-12683"
"02:03:18.176","File-10267"
"02:45:15.574","File-13744"
"02:23:26.03","File-11924"
"02:15:55.137","File-11293"
"02:21:55.295","File-11778"
"02:27:16.958","File-12259"
"02:26:44.8","File-12214"
"02:55:32.565","File-14604"
"02:55:49.365","File-14632"
"03:00:40.915","File-15055"
"02:23:57.545","File-11964"
"02:30:45.328","File-12529"
"02:47:53.86","File-13973"
"02:12:59.662","File-11056"
"02:54:58.308","File-14549"
"02:03:04.855","File-10245"
"03:00:06.897","File-15009"
"03:00:03.506","File-15005"
"02:55:39.424","File-14620"
"02:31:27.072","File-12607"
"02:22:47.98","File-11863"
"02:18:06.508","File-11479"
"02:43:49.509","File-13609"
"02:31:38.605","File-12624"
"03:02:08.183","File-15184"
"02:19:31.232","File-11598"
"02:20:57.079","File-11707"
"02:04:35.172","File-10395"
"02:14:40.961","File-11201"
"02:53:43.165","File-14446"
"02:51:25.374","File-14263"
"03:00:50.533","File-15074"
"03:03:50.261","File-15320"
"02:22:31.309","File-11837"
"03:00:18.661","File-15026"
"02:20:53.928","File-11704"
"02:05:36.174","File-10471"
"02:48:25.104","File-14020"
"02:55:07.451","File-14564"
"02:53:47.75","File-14456"
"03:00:41.752","File-15056"
"02:46:53.427","File-13876"
"02:51:02.263","File-14224"
"02:24:37.53","File-12019"
"02:05:19.542","File-10447"
"03:02:21.409","File-15201"
"02:39:59.284","File-13305"
"02:03:45.266","File-10318"
"02:55:24.198","File-14589"
"02:30:43.358","File-12523"
"02:35:15.987","File-12915"
"02:36:42.779","File-13022"
"02:22:23.328","File-11826"
"02:03:13.991","File-10258"
"02:18:27.257","File-11506"
"03:01:02.893","File-15092"
"02:56:11.23","File-14660"
"02:06:19.031","File-10529"
"02:31:40.28","File-12626"
"02:13:55.351","File-11134"
"02:34:25.42","File-12833"
"03:00:16.582","File-15022"
"03:01:50.603","File-15160"
"03:02:45.119","File-15226"
"02:44:26.072","File-13663"
"02:19:15.296","File-11576"
"02:55:00.04","File-14552"
"02:21:57.445","File-11784"
"02:13:05.143","File-11064"
"02:18:15.713","File-11495"
"03:03:10.185","File-15276"
"02:56:53.448","File-14740"
"02:03:14.384","File-10259"
"02:34:01.826","File-12799"
"02:48:23.205","File-14017"
"02:48:10.95","File-13997"
"02:03:10.431","File-10252"
"02:49:32.298","File-14115"
"03:03:39.306","File-15302"
"02:04:55.463","File-10416"
"02:23:15.204","File-11904"
"03:00:54.94","File-15084"
"02:32:15.382","File-12666"
"02:58:04.123","File-14841"
"02:46:25.107","File-13834"
"03:00:06.514","File-15008"
"02:58:55.53","File-14925"
"02:16:12.335","File-11318"
"03:00:35.442","File-15049"
"02:09:41.246","File-10794"
"03:01:38.36","File-15141"
"03:01:48.388","File-15154"
"02:44:40.672","File-13687"
"02:14:59.903","File-11221"
"02:56:57.068","File-14746"
"02:35:08.956","File-12901"
"02:31:25.565","File-12604"
"02:23:28.391","File-11929"
"02:35:19.884","File-12919"
"02:56:49.892","File-14733"
"03:01:22.264","File-15117"
"02:16:13.787","File-11322"
"02:11:22.856","File-10930"
"02:52:55.788","File-14395"
"02:57:57.538","File-14830"
"02:21:11.178","File-11723"
"02:18:49.834","File-11544"
"02:21:28.17","File-11739"
"02:11:40.211","File-10949"
"02:44:55.61","File-13707"
"02:51:31.269","File-14271"
"03:00:40.283","File-15054"
"02:35:21.586","File-12921"
"02:32:02.367","File-12651"
